Video Name,Predicted Label,Title,Category,Label,True Label,Accuracy
ring_00919,0,ring_00919,Security,Abnormal,1,0
Wyze_team_00063,0,Wyze_team_00063,Security,Normal,0,1
ring_00019,0,ring_00019,"{""choices"":[""Wildlife"",""Pet Monitoring""]}",Abnormal,1,0
Wyze_team_00043,0,Wyze_team_00043,Pet Monitoring,Vague Abnormal,1,0
ring_01026,0,ring_01026,Wildlife,Abnormal,1,0
ring_00885,0,ring_00885,Kid Monitoring,Normal,0,1
ring_00043,0,ring_00043,Security,Normal,0,1
Wyze_team_00002,0,Wyze_team_00002,Security,Normal,0,1
ring_00472,0,ring_00472,Wildlife,Abnormal,1,0
suppl_00020,0,suppl_00020,Senior Care,Abnormal,1,0
ring_00082,0,ring_00082,Wildlife,Abnormal,1,0
ring_01255,0,ring_01255,Baby Monitoring,Normal,0,1
ring_01458,0,ring_01458,Wildlife,Abnormal,1,0
ring_00364,0,ring_00364,Security,Vague Abnormal,1,0
ring_00496,0,ring_00496,Wildlife,Abnormal,1,0
ring_00514,0,ring_00514,Pet Monitoring,Normal,0,1
ring_01266,0,ring_01266,Pet Monitoring,Normal,0,1
ring_01295,0,ring_01295,Pet Monitoring,Abnormal,1,0
ring_00920,0,ring_00920,Kid Monitoring,Normal,0,1
ring_01461,0,ring_01461,Wildlife,Abnormal,1,0
ring_00938,0,ring_00938,Pet Monitoring,Abnormal,1,0
ring_00951,0,ring_00951,Security,Normal,0,1
ring_00157,0,ring_00157,Wildlife,Abnormal,1,0
ring_00432,0,ring_00432,Security,Abnormal,1,0
ring_00923,0,ring_00923,Wildlife,Abnormal,1,0
ring_00449,0,ring_00449,Security,Normal,0,1
ring_01371,0,ring_01371,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_00474,0,ring_00474,Security,Vague Abnormal,1,0
ring_01022,0,ring_01022,Security,Abnormal,1,0
ring_00089,0,ring_00089,Pet Monitoring,Abnormal,1,0
Wyze_team_00025,0,Wyze_team_00025,Security,Normal,0,1
ring_00004,0,ring_00004,Wildlife,Abnormal,1,0
wyze_00032,0,wyze_00032,Security,Normal,0,1
ring_00436,0,ring_00436,Wildlife,Abnormal,1,0
ring_00942,0,ring_00942,Pet Monitoring,Abnormal,1,0
ring_00949,0,ring_00949,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_00793,0,ring_00793,Security,Vague Abnormal,1,0
package_00014,0,package_00014,Security,Normal,0,1
ring_01449,0,ring_01449,Pet Monitoring,Abnormal,1,0
ring_01442,0,ring_01442,Wildlife,Abnormal,1,0
ring_01035,0,ring_01035,Security,Normal,0,1
ring_00757,0,ring_00757,Wildlife,Abnormal,1,0
ring_00330,0,ring_00330,Security,Normal,0,1
ring_00266,0,ring_00266,Wildlife,Abnormal,1,0
ring_00469,0,ring_00469,Security,Normal,0,1
package_00069,0,package_00069,Security,Normal,0,1
ring_00070,0,ring_00070,Pet Monitoring,Abnormal,1,0
ring_00372,0,ring_00372,"{""choices"":[""Security"",""Wildlife"",""Pet Monitoring""]}",Abnormal,1,0
ring_00424,0,ring_00424,Kid Monitoring,Normal,0,1
ring_00834,0,ring_00834,Security,Normal,0,1
package_00052,0,package_00052,Security,Normal,0,1
ring_00431,0,ring_00431,Wildlife,Abnormal,1,0
Wyze_team_00064,0,Wyze_team_00064,Security,Normal,0,1
ring_00616,0,ring_00616,Kid Monitoring,Vague Abnormal,1,0
ring_00604,0,ring_00604,Pet Monitoring,Normal,0,1
ring_00595,0,ring_00595,Security,Normal,0,1
ring_00222,0,ring_00222,Wildlife,Normal,0,1
ring_00687,0,ring_00687,Security,Normal,0,1
ring_00081,0,ring_00081,Pet Monitoring,Normal,0,1
ring_00465,0,ring_00465,Wildlife,Abnormal,1,0
ring_00269,0,ring_00269,Security,Abnormal,1,0
ring_00772,0,ring_00772,Security,Abnormal,1,0
ring_00571,0,ring_00571,Pet Monitoring,Normal,0,1
package_00027,0,package_00027,Security,Normal,0,1
suppl_00011,0,suppl_00011,Baby Monitoring,Abnormal,1,0
suppl_00021,0,suppl_00021,Senior Care,Abnormal,1,0
ring_01476,0,ring_01476,Security,Normal,0,1
ring_00532,0,ring_00532,Wildlife,Abnormal,1,0
package_00085,0,package_00085,Security,Normal,0,1
wyze_00012,0,wyze_00012,Pet Monitoring,Normal,0,1
ring_00759,0,ring_00759,Kid Monitoring,Normal,0,1
ring_01081,0,ring_01081,Security,Normal,0,1
package_00048,0,package_00048,Security,Normal,0,1
ring_00452,0,ring_00452,Security,Abnormal,1,0
package_00092,0,package_00092,Security,Normal,0,1
ring_00685,0,ring_00685,Pet Monitoring,Normal,0,1
suppl_00013,0,suppl_00013,Senior Care,Abnormal,1,0
ring_01349,0,ring_01349,"{""choices"":[""Wildlife"",""Pet Monitoring""]}",Abnormal,1,0
Wyze_team_00077,0,Wyze_team_00077,Pet Monitoring,Normal,0,1
ring_01148,0,ring_01148,Pet Monitoring,Abnormal,1,0
Wyze_team_00090,0,Wyze_team_00090,Security,Normal,0,1
suppl_00025,0,suppl_00025,Senior Care,Normal,0,1
ring_00941,0,ring_00941,Kid Monitoring,Normal,0,1
ring_00028,0,ring_00028,Kid Monitoring,Normal,0,1
ring_01267,0,ring_01267,Security,Normal,0,1
ring_00008,0,ring_00008,Pet Monitoring,Abnormal,1,0
ring_00541,0,ring_00541,Security,Vague Abnormal,1,0
ring_00822,0,ring_00822,Wildlife,Abnormal,1,0
ring_00114,0,ring_00114,Wildlife,Abnormal,1,0
ring_00621,0,ring_00621,Security,Normal,0,1
ring_00533,0,ring_00533,Security,Vague Abnormal,1,0
ring_00271,0,ring_00271,Pet Monitoring,Normal,0,1
ring_00289,0,ring_00289,Baby Monitoring,Normal,0,1
ring_00598,0,ring_00598,Wildlife,Vague Abnormal,1,0
ring_00975,0,ring_00975,Security,Normal,0,1
ring_00720,0,ring_00720,Security,Normal,0,1
ring_00340,0,ring_00340,Pet Monitoring,Normal,0,1
ring_00242,0,ring_00242,Wildlife,Abnormal,1,0
ring_00073,0,ring_00073,Security,Abnormal,1,0
ring_00071,0,ring_00071,Baby Monitoring,Normal,0,1
Wyze_team_00042,0,Wyze_team_00042,Security,Normal,0,1
suppl_00026,0,suppl_00026,Senior Care,Normal,0,1
ring_01003,0,ring_01003,Pet Monitoring,Abnormal,1,0
Wyze_team_00086,0,Wyze_team_00086,Security,Normal,0,1
vague_normal_00003,0,vague_normal_00003,Pet Monitoring,Vague Abnormal,1,0
ring_00219,0,ring_00219,Pet Monitoring,Normal,0,1
ring_00861,0,ring_00861,Wildlife,Abnormal,1,0
ring_00440,0,ring_00440,Security,Abnormal,1,0
package_00066,0,package_00066,Security,Normal,0,1
Wyze_team_00000,0,Wyze_team_00000,Security,Normal,0,1
package_00038,0,package_00038,Security,Normal,0,1
Wyze_team_00007,0,Wyze_team_00007,Security,Normal,0,1
ring_00213,0,ring_00213,Kid Monitoring,Abnormal,1,0
suppl_00019,0,suppl_00019,Senior Care,Abnormal,1,0
ring_00764,0,ring_00764,Pet Monitoring,Abnormal,1,0
ring_00309,0,ring_00309,Pet Monitoring,Normal,0,1
ring_00281,0,ring_00281,Wildlife,Abnormal,1,0
ring_00371,0,ring_00371,Kid Monitoring,Abnormal,1,0
ring_00405,0,ring_00405,Wildlife,Abnormal,1,0
Wyze_team_00074,0,Wyze_team_00074,Security,Normal,0,1
ring_00258,0,ring_00258,Security,Vague Abnormal,1,0
package_00022,0,package_00022,Security,Normal,0,1
ring_00608,0,ring_00608,Kid Monitoring,Vague Abnormal,1,0
ring_00027,0,ring_00027,Pet Monitoring,Normal,0,1
suppl_00006,0,suppl_00006,Baby Monitoring,Vague Abnormal,1,0
ring_00639,0,ring_00639,Security,Normal,0,1
ring_00301,0,ring_00301,Wildlife,Abnormal,1,0
package_00096,0,package_00096,Security,Normal,0,1
ring_00626,0,ring_00626,Security,Normal,0,1
ring_00233,0,ring_00233,Pet Monitoring,Normal,0,1
ring_00563,0,ring_00563,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_00167,0,ring_00167,Security,Abnormal,1,0
ring_00373,0,ring_00373,Kid Monitoring,Abnormal,1,0
ring_00646,0,ring_00646,Wildlife,Abnormal,1,0
ring_00009,0,ring_00009,Wildlife,Vague Abnormal,1,0
package_00091,0,package_00091,Security,Normal,0,1
ring_00348,0,ring_00348,Wildlife,Vague Abnormal,1,0
ring_00907,0,ring_00907,Security,Normal,0,1
ring_00252,0,ring_00252,Other Category,Normal,0,1
package_00065,0,package_00065,Security,Normal,0,1
package_00012,0,package_00012,Security,Normal,0,1
ring_00534,0,ring_00534,Security,Abnormal,1,0
ring_00797,0,ring_00797,Wildlife,Abnormal,1,0
suppl_00005,0,suppl_00005,Baby Monitoring,Abnormal,1,0
ring_00413,0,ring_00413,Wildlife,Abnormal,1,0
ring_00624,0,ring_00624,Kid Monitoring,Normal,0,1
package_00080,0,package_00080,Security,Normal,0,1
ring_00277,0,ring_00277,Pet Monitoring,Normal,0,1
ring_00585,0,ring_00585,Security,Abnormal,1,0
ring_00471,0,ring_00471,Security,Normal,0,1
ring_00800,0,ring_00800,Security,Abnormal,1,0
ring_00751,0,ring_00751,Security,Abnormal,1,0
ring_00596,0,ring_00596,Security,Normal,0,1
ring_00912,0,ring_00912,Wildlife,Abnormal,1,0
ring_00521,0,ring_00521,Wildlife,Normal,0,1
Wyze_team_00046,0,Wyze_team_00046,Security,Normal,0,1
ring_00550,0,ring_00550,Other Category,Abnormal,1,0
ring_01309,0,ring_01309,Pet Monitoring,Normal,0,1
ring_00711,0,ring_00711,Security,Normal,0,1
ring_00493,0,ring_00493,Security,Normal,0,1
ring_00210,0,ring_00210,Security,Abnormal,1,0
Wyze_team_00085,0,Wyze_team_00085,Security,Normal,0,1
ring_00245,0,ring_00245,Pet Monitoring,Normal,0,1
ring_00293,0,ring_00293,Security,Vague Abnormal,1,0
ring_00520,0,ring_00520,Security,Abnormal,1,0
ring_00473,0,ring_00473,Pet Monitoring,Normal,0,1
ring_00416,0,ring_00416,Wildlife,Abnormal,1,0
ring_00044,0,ring_00044,Security,Normal,0,1
package_00050,0,package_00050,Security,Normal,0,1
ring_00135,0,ring_00135,Security,Normal,0,1
ring_00161,0,ring_00161,Wildlife,Normal,0,1
ring_00987,0,ring_00987,Security,Abnormal,1,0
ring_00342,0,ring_00342,Security,Abnormal,1,0
ring_00351,0,ring_00351,Baby Monitoring,Normal,0,1
ring_00575,0,ring_00575,Security,Abnormal,1,0
package_00095,0,package_00095,Security,Normal,0,1
package_00076,0,package_00076,Security,Normal,0,1
ring_00397,0,ring_00397,Pet Monitoring,Abnormal,1,0
ring_00799,0,ring_00799,Wildlife,Abnormal,1,0
ring_00662,0,ring_00662,Security,Abnormal,1,0
ring_00546,0,ring_00546,Security,Normal,0,1
ring_00739,0,ring_00739,Security,Normal,0,1
ring_00191,0,ring_00191,Wildlife,Abnormal,1,0
ring_00737,0,ring_00737,Security,Normal,0,1
ring_00053,0,ring_00053,Wildlife,Abnormal,1,0
ring_00836,0,ring_00836,Security,Abnormal,1,0
package_00070,0,package_00070,Security,Normal,0,1
ring_00275,0,ring_00275,Security,Vague Abnormal,1,0
ring_00570,0,ring_00570,Security,Abnormal,1,0
ring_00426,0,ring_00426,Pet Monitoring,Normal,0,1
ring_00392,0,ring_00392,Security,Abnormal,1,0
Wyze_team_00038,0,Wyze_team_00038,Security,Normal,0,1
ring_00648,0,ring_00648,Security,Normal,0,1
ring_00196,0,ring_00196,Wildlife,Abnormal,1,0
ring_00166,0,ring_00166,Pet Monitoring,Vague Abnormal,1,0
ring_00908,0,ring_00908,Security,Abnormal,1,0
ring_00731,0,ring_00731,Security,Normal,0,1
ring_00337,0,ring_00337,Pet Monitoring,Normal,0,1
ring_00617,0,ring_00617,Security,Normal,0,1
ring_00412,0,ring_00412,Security,Abnormal,1,0
ring_00042,0,ring_00042,"{""choices"":[""Security"",""Pet Monitoring""]}",Vague Abnormal,1,0
ring_00586,0,ring_00586,Wildlife,Abnormal,1,0
ring_01443,0,ring_01443,Wildlife,Abnormal,1,0
ring_01413,0,ring_01413,Pet Monitoring,Abnormal,1,0
package_00097,0,package_00097,Security,Normal,0,1
ring_00095,0,ring_00095,Pet Monitoring,Normal,0,1
Wyze_team_00065,0,Wyze_team_00065,Security,Normal,0,1
ring_00349,0,ring_00349,Pet Monitoring,Normal,0,1
ring_00029,0,ring_00029,Kid Monitoring,Abnormal,1,0
ring_00415,0,ring_00415,Wildlife,Abnormal,1,0
suppl_00031,0,suppl_00031,Senior Care,Normal,0,1
ring_01439,0,ring_01439,Wildlife,Abnormal,1,0
ring_00991,0,ring_00991,Security,Abnormal,1,0
ring_00732,0,ring_00732,Security,Normal,0,1
package_00073,0,package_00073,Security,Normal,0,1
wyze_00005,0,wyze_00005,Security,Vague Abnormal,1,0
Wyze_team_00068,0,Wyze_team_00068,Security,Normal,0,1
Wyze_team_00088,0,Wyze_team_00088,Security,Normal,0,1
ring_00892,0,ring_00892,Wildlife,Abnormal,1,0
ring_00224,0,ring_00224,Pet Monitoring,Abnormal,1,0
ring_00110,0,ring_00110,Pet Monitoring,Abnormal,1,0
ring_00733,0,ring_00733,Security,Normal,0,1
ring_00481,0,ring_00481,Security,Vague Abnormal,1,0
ring_01091,0,ring_01091,Pet Monitoring,Abnormal,1,0
ring_00483,0,ring_00483,Security,Abnormal,1,0
ring_00357,0,ring_00357,Pet Monitoring,Normal,0,1
ring_00235,0,ring_00235,Pet Monitoring,Abnormal,1,0
Wyze_team_00061,0,Wyze_team_00061,Security,Normal,0,1
ring_00091,0,ring_00091,Wildlife,Vague Abnormal,1,0
ring_00954,0,ring_00954,Kid Monitoring,Abnormal,1,0
ring_00811,0,ring_00811,Kid Monitoring,Normal,0,1
ring_00227,0,ring_00227,Security,Abnormal,1,0
ring_00667,0,ring_00667,Pet Monitoring,Abnormal,1,0
ring_00142,0,ring_00142,Security,Abnormal,1,0
ring_00367,0,ring_00367,Wildlife,Abnormal,1,0
package_00035,0,package_00035,Security,Normal,0,1
suppl_00027,0,suppl_00027,Senior Care,Normal,0,1
ring_00929,0,ring_00929,Security,Abnormal,1,0
Wyze_team_00009,0,Wyze_team_00009,Security,Normal,0,1
ring_01112,0,ring_01112,Security,Normal,0,1
ring_00318,0,ring_00318,Wildlife,Abnormal,1,0
ring_00173,0,ring_00173,Security,Abnormal,1,0
ring_00921,0,ring_00921,Wildlife,Abnormal,1,0
ring_00374,0,ring_00374,Wildlife,Abnormal,1,0
ring_00326,0,ring_00326,Wildlife,Abnormal,1,0
ring_01430,0,ring_01430,"{""choices"":[""Security"",""Kid Monitoring""]}",Abnormal,1,0
ring_00683,0,ring_00683,Security,Abnormal,1,0
ring_01032,0,ring_01032,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_00023,0,ring_00023,Security,Vague Abnormal,1,0
package_00075,0,package_00075,Security,Normal,0,1
ring_00507,0,ring_00507,Kid Monitoring,Normal,0,1
ring_00409,0,ring_00409,Wildlife,Abnormal,1,0
ring_00052,0,ring_00052,Pet Monitoring,Abnormal,1,0
package_00023,0,package_00023,Security,Normal,0,1
ring_00239,0,ring_00239,Wildlife,Abnormal,1,0
ring_01002,0,ring_01002,Wildlife,Abnormal,1,0
ring_00346,0,ring_00346,Security,Normal,0,1
ring_00501,0,ring_00501,Security,Normal,0,1
package_00030,0,package_00030,Security,Normal,0,1
ring_00560,0,ring_00560,Pet Monitoring,Abnormal,1,0
ring_00182,0,ring_00182,Wildlife,Abnormal,1,0
ring_00848,0,ring_00848,Wildlife,Normal,0,1
ring_00204,0,ring_00204,Security,Normal,0,1
ring_00547,0,ring_00547,Security,Normal,0,1
ring_00703,0,ring_00703,Security,Normal,0,1
ring_00467,0,ring_00467,Wildlife,Abnormal,1,0
package_00041,0,package_00041,Security,Normal,0,1
ring_00407,0,ring_00407,Security,Normal,0,1
ring_00844,0,ring_00844,Security,Abnormal,1,0
